gene_name_1,gene_name_2,co_occurrence
GEF,EML4,1
GEF,KRAS,2
GEF,CDKN2A,1
GEF,BRAF,2
GEF,KEAP1,1
GEF,CTNNB1,1
GEF,RCE1,2
GEF,FGFR1 HER2 PIK3CA,1
GEF,ERK,1
GEF,SOS,1
GEF,ICMT,2
GEF,MEK,1
GEF,EGFR,1
GEF,TTF1,1
GEF,PD 1,1
GEF,TP53,1
GEF,mTOR,1
GEF,ALK,1
GEF,mTORC1,1
GEF,PTEN,2
GEF,LKB1,1
GEF,RBM10,1
GEF,DDR2,1
GEF,PI3K,1
GEF,STK11,1
GEF,HSP90,1
EML4,p110alpha,1
EML4,K ras,1
EML4,KRAS,3
EML4,CDKN2A,2
EML4,BRAF,3
EML4,VEGF,1
EML4,KEAP1,1
EML4,epiregulin,1
EML4,GATA2,1
EML4,Ding,1
EML4,FAK,1
EML4,CTNNB1,1
EML4,RCE1,1
EML4,FGFR1 HER2 PIK3CA,1
EML4,EMT,1
EML4,SOS,1
EML4,mammalian target of rapamycin,1
EML4,ICMT,2
EML4,MMAC1,1
EML4,Sos,1
EML4,mesothelin,1
EML4,MTOR,1
EML4,MEK,1
EML4,WT1,1
EML4,EGFR,3
EML4,K Ras,1
EML4,TTF1,1
EML4,Raf,1
EML4,PD 1,2
EML4,Raf 1,1
EML4,TP53,2
EML4,Dan,1
EML4,mTOR,2
EML4,HER2,1
EML4,ALK,3
EML4,mTORC1,1
EML4,PTEN,2
EML4,PDL 1,1
EML4,Grob,1
EML4,LKB1,1
EML4,Proc,1
EML4,RBM10,1
EML4,DDR2,1
EML4,Rce1p,1
EML4,PI3K,2
EML4,STK11,1
EML4,HSP90,2
Mok,KRAS,1
Mok,BRAF,1
Mok,Ding,1
Mok,Fre,1
Mok,ERK,1
Mok,Sos,1
Mok,MEK,1
Mok,EGFR,1
Mok,Raf,1
Mok,epidermal growth factor receptor,1
Mok,PD 1,1
Mok,TP53,1
Mok,mTOR,1
Mok,PDL 1,1
Mok,Proc,1
Mok,PI3K,1
p110alpha,K ras,1
p110alpha,KRAS,1
p110alpha,BRAF,1
p110alpha,VEGF,1
p110alpha,Ding,1
p110alpha,EMT,1
p110alpha,SOS,1
p110alpha,mammalian target of rapamycin,1
p110alpha,ICMT,1
p110alpha,MMAC1,1
p110alpha,Sos,1
p110alpha,EGFR,1
p110alpha,K Ras,1
p110alpha,Raf,1
p110alpha,Raf 1,1
p110alpha,Dan,1
p110alpha,mTOR,1
p110alpha,ALK,1
p110alpha,PTEN,1
p110alpha,Grob,1
p110alpha,Proc,1
p110alpha,Rce1p,1
p110alpha,PI3K,1
K ras,KRAS,1
K ras,BRAF,1
K ras,VEGF,1
K ras,Ding,1
K ras,EMT,1
K ras,SOS,1
K ras,mammalian target of rapamycin,1
K ras,ICMT,1
K ras,MMAC1,1
K ras,Sos,1
K ras,EGFR,1
K ras,K Ras,1
K ras,Raf,1
K ras,Raf 1,1
K ras,Dan,1
