gene_name_1,gene_name_2,co_occurrence
PCA3,PRKD3,2
PCA3,miR-1261,2
Cyclin,p21,1
Cyclin,p53,1
Cyclin,p27,1
PRKD3,miR-1261,2
HOXA11,NCRNA00076,1
HOXA11,THBS2,1
HOXA11,HOXA11S,1
HOXA11,hMLH1,1
HOXA11,HOXA11AS,1
HOXA11,HOXA-AS5,1
HOXA11,NPTX2,1
HOXA11,HOXA11-AS,4
HOXA11,AREG,1
HOXA11,NDRG2,1
GAPDH,HOXA11-AS,1
LSD1,HOXA11-AS,1
NCRNA00076,HOXA11S,1
NCRNA00076,HOXA11AS,1
NCRNA00076,HOXA-AS5,1
NCRNA00076,HOXA11-AS,1
EZH2,ANCR,1
RARB,K-Ras,1
RARB,EGFR,1
RARB,RASSF1,1
HOXA,HOXA11-AS,1
p16,p21,1
p16,HOXA11-AS,1
p16,p27,1
p21,p53,1
p21,HOXA11-AS,1
p21,p27,2
MAPK,ErbB,1
MAPK,HOXA11-AS,1
hypoxia-inducible factor-1alpha,ANRIL,1
PC9,HOXA11-AS,23
K-Ras,EGFR,1
K-Ras,RASSF1,1
HOXA11S,HOXA11AS,1
HOXA11S,HOXA-AS5,1
HOXA11S,HOXA11-AS,1
hMLH1,NPTX2,1
hMLH1,AREG,1
hMLH1,NDRG2,1
EGFR,RASSF1,1
HOXA11AS,HOXA-AS5,1
HOXA11AS,HOXA11-AS,1
MALAT-1,miR-217,1
MALAT-1,Bcl-2,2
HOXA-AS5,HOXA11-AS,1
RNF7,ERK1/2,1
miR-217,MALAT1,1
ErbB,HOXA11-AS,1
p53,p27,1
NPTX2,AREG,1
NPTX2,NDRG2,1
HOXA11-AS,p27,1
AREG,NDRG2,1
