gene_name_1,gene_name_2,co_occurrence
EpCAM,DOCK8,1
EpCAM,P21,1
EpCAM,LATS2,1
EpCAM,HOXA11-AS,1
EpCAM,KLF2,1
EpCAM,TCF7,1
EpCAM,SBF2-AS1,1
HOTTIP,HOXA,1
HOTTIP,ANRIL,2
HOTTIP,H19,1
HOTTIP,HOTAIR,1
HOTTIP,CCAT2,1
HOTTIP,MALAT1,1
HOTTIP,HOXA13,2
HOTTIP,CASC8,1
CELF1,TUSC7,1
CELF1,GAS5-AS1,1
CELF1,CASC2,1
CELF1,TUG1,2
CELF1,GAS5,1
SNHG1,RGMB-AS1,1
SNHG1,ANRIL,1
SNHG1,RGMB,1
SNHG1,ZFAS1,1
Nanog,c-Myc,1
Nanog,Oct3/4,1
Nanog,HOTAIR,1
Nanog,beta-catenin,1
Nanog,Sox2,1
Nanog,Klf4,1
LSD1,EZH2,1
LSD1,LATS2,1
LSD1,KLF2,1
VEGFA,p21,1
DOCK8,P21,1
DOCK8,LATS2,1
DOCK8,HOXA11-AS,1
DOCK8,KLF2,1
DOCK8,TCF7,1
DOCK8,SBF2-AS1,1
TUSC7,GAS5-AS1,1
TUSC7,CASC2,1
TUSC7,TUG1,1
TUSC7,GAS5,1
diacylglycerol kinase zeta,miR-34,2
diacylglycerol kinase zeta,PDL-1,1
diacylglycerol kinase zeta,P53,1
Vascular endothelial growth factor,VEGF,1
RGMB-AS1,ANRIL,1
RGMB-AS1,RGMB,1
RGMB-AS1,ZFAS1,1
ANRIL,c-Myc,1
ANRIL,RGMB,1
ANRIL,H19,1
ANRIL,HOTAIR,1
ANRIL,CCAT2,1
ANRIL,MALAT1,1
ANRIL,CASC8,1
ANRIL,ZFAS1,1
c-Myc,Oct3/4,1
c-Myc,HOTAIR,1
c-Myc,Oct4,1
c-Myc,beta-catenin,1
c-Myc,Sox2,2
c-Myc,Klf4,2
NEAT1,XIST,1
NEAT1,BCAR4,1
NEAT1,CCAT2,1
NEAT1,KLF2,1
NEAT1,PCAT-1,1
NEAT1,E2F3,1
NEAT1,Pokemon,1
GAS5-AS1,CASC2,1
GAS5-AS1,TUG1,1
GAS5-AS1,GAS5,1
P21,LATS2,1
P21,HOXA11-AS,1
P21,KLF2,1
P21,TCF7,1
P21,SBF2-AS1,1
NPC,PD-1,1
XIST,BCAR4,1
XIST,CCAT2,1
XIST,KLF2,2
XIST,PCAT-1,1
XIST,E2F3,1
XIST,Pokemon,1
ZEB1,Snail,1
Oct3/4,HOTAIR,1
Oct3/4,beta-catenin,1
Oct3/4,Sox2,1
Oct3/4,Klf4,1
EZH2,HOXD,1
EZH2,LATS2,1
EZH2,HOTAIR,1
EZH2,KLF2,1
thymosin beta4,MALAT-1,1
p21,HOTAIR,2
p21,WAF1/CIP1,1
HOXD,HOTAIR,1
RGMB,ZFAS1,1
CASC2,TUG1,1
CASC2,GAS5,1
LATS2,HOXA11-AS,1
LATS2,KLF2,2
LATS2,TCF7,1
LATS2,SBF2-AS1,1
H19,HOTAIR,1
H19,CCAT2,1
H19,CASC8,1
HOTAIR,CCAT2,1
HOTAIR,HOXC,1
HOTAIR,beta-catenin,1
HOTAIR,p53,2
HOTAIR,WAF1/CIP1,1
HOTAIR,Sox2,1
HOTAIR,Klf4,1
HOTAIR,CASC8,1
EGFR,Epidermal growth factor receptor,1
EGFR,Programmed cell death protein 1,1
BCAR4,CCAT2,1
BCAR4,KLF2,1
BCAR4,PCAT-1,1
BCAR4,E2F3,1
BCAR4,Pokemon,1
CCAT2,KLF2,1
CCAT2,PCAT-1,1
CCAT2,E2F3,1
CCAT2,Pokemon,2
CCAT2,CASC8,1
NEAT2,MALAT1,1
NEAT2,nuclear-enriched abundant transcript 2,1
NEAT2,metastasis-associated lung adenocarcinoma transcript 1,1
PDL1,p53,1
PDL1,miR-34,1
HOXA11-AS,KLF2,1
HOXA11-AS,TCF7,1
HOXA11-AS,SBF2-AS1,1
Oct4,Sox2,1
Oct4,Klf4,1
Urothelial cancer-associated 1,UCA1,1
KLF2,PCAT-1,1
KLF2,E2F3,1
KLF2,TCF7,1
KLF2,Pokemon,1
KLF2,SBF2-AS1,1
CRKL,PTEN,1
CRKL,HGF,1
PD-1,PDL-1,5
PD-1,Programmed cell death protein 1,1
TUG1,GAS5,1
beta-catenin,Sox2,1
beta-catenin,Klf4,1
PCAT-1,E2F3,1
PCAT-1,Pokemon,1
p53,miR-34,2
p53,PDL-1,1
MALAT1,nuclear-enriched abundant transcript 2,1
MALAT1,Bcl-2,1
MALAT1,metastasis-associated lung adenocarcinoma transcript 1,1
MALAT1,VEGF,2
nuclear-enriched abundant transcript 2,metastasis-associated lung adenocarcinoma transcript 1,1
E2F3,Pokemon,1
Bcl-2,MALAT-1,1
TCF7,SBF2-AS1,1
Sox2,Klf4,2
PTEN,HGF,1
miR-34,PDL-1,2
miR-34,P53,1
PDL-1,P53,1
PDL-1,Programmed cell death protein 1,1
