gene_name_1,gene_name_2,co_occurrence
wnt3a,MMP7,1
wnt3a,E-cadherin,1
wnt3a,wnt5a/b,1
wnt3a,Gapdh,1
wnt3a,beta-catenin,1
wnt3a,MMP2,1
wnt3a,cyclinD1,1
wnt3a,MMP9,1
wnt3a,beta-actin,1
VEGFA,E-cadherin,1
VEGFA,Snail1,1
VEGFA,GPC5,1
VEGFA,MMP2,1
VEGFA,Twist1,1
VEGFA,CDH1,1
VEGFA,Vimentin,1
TGF-beta,E-cadherin,2
TGF-beta,GPC5,1
TGF-beta,MMP2,1
TGF-beta,Vimentin,2
MMP7,E-cadherin,1
MMP7,wnt5a/b,1
MMP7,Gapdh,1
MMP7,beta-catenin,1
MMP7,MMP2,1
MMP7,cyclinD1,1
MMP7,MMP9,1
MMP7,beta-actin,1
E-cadherin,VIM,2
E-cadherin,Snail1,1
E-cadherin,wnt5a/b,1
E-cadherin,Gapdh,1
E-cadherin,beta-catenin,1
E-cadherin,GPC5,14
E-cadherin,MMP2,12
E-cadherin,Twist1,13
E-cadherin,cyclinD1,1
E-cadherin,MMP9,1
E-cadherin,CDH1,3
E-cadherin,beta-actin,2
E-cadherin,N-cadherin,2
E-cadherin,Vimentin,12
VIM,GPC5,1
VIM,CDH1,2
VIM,Vimentin,2
heparan sulfate proteoglycan,GPC5,2
heparan sulfate proteoglycan,Glypican-5,2
heparan sulfate proteoglycan,HSPG,1
Snail1,GPC5,1
Snail1,MMP2,1
Snail1,Twist1,1
Snail1,CDH1,1
Snail1,Vimentin,1
wnt5a/b,Gapdh,1
wnt5a/b,beta-catenin,1
wnt5a/b,MMP2,1
wnt5a/b,cyclinD1,1
wnt5a/b,MMP9,1
wnt5a/b,beta-actin,1
Gapdh,beta-catenin,1
Gapdh,MMP2,1
Gapdh,cyclinD1,1
Gapdh,MMP9,1
Gapdh,beta-actin,1
beta-catenin,GPC5,5
beta-catenin,MMP2,1
beta-catenin,cyclinD1,1
beta-catenin,MMP9,1
beta-catenin,beta-actin,1
beta-catenin,Wnt3a,1
GPC5,MMP2,8
GPC5,Glypican-5,2
GPC5,Twist1,10
GPC5,HSPG,1
GPC5,CDH1,2
GPC5,beta-actin,1
GPC5,Wnt3a,10
GPC5,N-cadherin,2
GPC5,Vimentin,8
MMP2,Twist1,11
MMP2,cyclinD1,1
MMP2,MMP9,1
MMP2,CDH1,1
MMP2,beta-actin,1
MMP2,Vimentin,3
Glypican-5,HSPG,1
Glypican-5,Wnt3a,1
Twist1,CDH1,1
Twist1,beta-actin,1
Twist1,N-cadherin,2
Twist1,Vimentin,5
cyclinD1,MMP9,1
cyclinD1,beta-actin,1
MMP9,beta-actin,1
CDH1,Vimentin,3
beta-actin,N-cadherin,1
beta-actin,Vimentin,1
N-cadherin,Vimentin,2
