gene_name_1,gene_name_2,co_occurrence
DNMT1,Wnt7a,1
dishevelled 1 and 3,RhoA,1
dishevelled 1 and 3,G alpha o,1
dishevelled 1 and 3,MEKK 1 and 4,1
peroxisome proliferator-activated receptor gamma,JNK,1
peroxisome proliferator-activated receptor gamma,c-Jun N-terminal kinase,1
peroxisome proliferator-activated receptor gamma,MAPK,1
peroxisome proliferator-activated receptor gamma,p38 mitogen activated protein kinase,1
peroxisome proliferator-activated receptor gamma,beta-catenin,1
peroxisome proliferator-activated receptor gamma,Fzd 9,1
peroxisome proliferator-activated receptor gamma,PPARgamma,1
peroxisome proliferator-activated receptor gamma,Wnt 7a,1
MEK,PPARgamma,1
PTEN,P53,1
PTEN,Wnt7a,1
PTEN,Galpha16,1
JNK,c-Jun N-terminal kinase,1
JNK,MAPK,1
JNK,p38 mitogen activated protein kinase,1
JNK,beta-catenin,1
JNK,PPARgamma,1
c-Jun N-terminal kinase,MAPK,1
c-Jun N-terminal kinase,p38 mitogen activated protein kinase,1
c-Jun N-terminal kinase,beta-catenin,1
c-Jun N-terminal kinase,PPARgamma,1
PKCalpha,p21,1
PKCalpha,Galpha11,1
PKCalpha,Galphaq,1
PKCalpha,Galpha14,1
PKCalpha,Galpha15/16,1
PPAR,Peroxisome proliferator-activated receptor-gamma,1
RhoA,G alpha o,1
RhoA,MEKK 1 and 4,1
frizzled-1,Wnt,1
frizzled-1,Galpha,1
JNK1/2,ERK5,1
JNK1/2,MAPK,1
JNK1/2,ERK1/2,1
Frizzled9,Wnt7a,1
Frizzled9,PPARgamma,1
MAPK 1,Galpha q,1
MAPK 1,Galpha,1
WNT7B,WNT7A,1
P53,Wnt7a,1
P53,Galpha16,1
E-cadherin,Galphaq,3
E-cadherin,PPARgamma,7
E-cadherin,Galpha16,4
E-cadherin,Galpha,2
ERK5,MAPK,1
ERK5,PKC,2
ERK5,Galphaq,4
ERK5,Galpha12/13,1
ERK5,Wnt7a,1
ERK5,Wnt,1
ERK5,ROR1/2,1
ERK5,Cdc42,1
ERK5,ERK1/2,1
ERK5,PPARgamma,2
ERK5,Fzd,1
ERK5,Galpha16,10
ERK5,Galphao,1
ERK5,Rac1,1
MAPK,p38 mitogen activated protein kinase,1
MAPK,Galphaq,1
MAPK,beta-catenin,1
MAPK,ERK1/2,1
MAPK,PPARgamma,1
ERK5 and nuclear receptor tumor suppressor PPARgamma,Galpha16,1
Galpha11,Galphaq,1
Galpha11,Galpha14,1
Galpha11,Galpha15/16,1
Fzd1,Galphaq,1
Fzd1,Galphao,1
p38 mitogen activated protein kinase,beta-catenin,1
p38 mitogen activated protein kinase,PPARgamma,1
Galphaq,Galpha12/13,1
Galphaq,Wnt,2
Galphaq,Galpha14,1
Galphaq,Cdc42,1
Galphaq,Galpha15/16,1
Galphaq,PPARgamma,4
Galphaq,Galpha16,7
Galphaq,Galphao,2
Galphaq,Rac1,1
beta-catenin,PPARgamma,2
LRP5/6,Wnt,1
LRP5/6,Fzd,1
LRP5/6,Galphao,2
Galpha12/13,Cdc42,1
Galpha12/13,Rac1,1
Fzd 9,Wnt 7a,1
Wnt7a,PPARgamma,1
Wnt7a,Fzd9,4
Wnt7a,Galpha16,2
Wnt,ROR1/2,1
Wnt,PPARgamma,1
Wnt,Fzd,2
Wnt,Galpha16,4
Wnt,Galphao,1
Wnt,Galpha,1
G alpha o,MEKK 1 and 4,1
ROR1/2,PPARgamma,2
ROR1/2,Fzd,1
ROR1/2,Galpha16,3
Galpha14,Galpha15/16,1
Cdc42,Rac1,1
beta-actin,Galpha16,1
beta-actin,Galphao,1
Galpha q,Galpha,1
PPARgamma,Fzd,1
PPARgamma,Galpha16,12
PPARgamma,Galphao,1
Fzd,Galpha16,1
Fzd,Galphao,1
Galpha16,GNA15/16,1
Galpha16,Galphao,11
RGS19,Galpha,1
