gene_name_1,gene_name_2,co_occurrence
Cdk2,cyclin D1,1
Cdk2,cyclin,1
CDK6,p18,2
CDK6,Bip,2
CDK6,p16,2
CDK6,p21,2
CDK6,ERP72,2
CDK6,E2F-1,2
CDK6,PERK,2
CDK6,cyclin-D1,2
CDK6,beta-actin,2
CDK6,pRb,2
CDK6,caspase-3,2
CDK6,p27,2
p19,p15,1
p19,p18,1
p19,p16,1
p19,INK4,1
p15,p18,1
p15,p16,1
p15,INK4,1
E2F transcription factor 1,E2F-1,2
E2F transcription factor 1,pRb,2
cyclin D1,cyclin,1
IRE1,ATF6,1
IRE1,PERK,1
p18,Bip,2
p18,CDK4,1
p18,p16,11
p18,p21,10
p18,ERP72,2
p18,E2F-1,2
p18,PERK,2
p18,cyclins,2
p18,cyclin-D1,3
p18,beta-actin,2
p18,pRb,2
p18,CDKs,2
p18,INK4,3
p18,caspase-3,2
p18,p27,10
Bip,p16,2
Bip,p21,2
Bip,ERP72,7
Bip,E2F-1,2
Bip,PERK,8
Bip,cyclin-D1,2
Bip,beta-actin,3
Bip,pRb,2
Bip,caspase-3,2
Bip,p27,2
eIF2alpha,GCN2,1
eIF2alpha,PERK,1
ATF6,PERK,1
CDK4,p16,1
CDK4,p21,1
CDK4,CDK2,2
CDK4,cyclins,1
CDK4,cyclin-D1,2
CDK4,CDKs,1
CDK4,p27,1
p16,p21,10
p16,ERP72,2
p16,E2F-1,2
p16,PERK,2
p16,cyclins,2
p16,cyclin-D1,3
p16,beta-actin,2
p16,pRb,2
p16,CDKs,2
p16,INK4,3
p16,caspase-3,2
p16,p27,10
p21,ERP72,2
p21,Cip1,1
p21,E2F-1,2
p21,PERK,2
p21,cyclins,2
p21,cyclin-D1,3
p21,beta-actin,2
p21,pRb,2
p21,CDKs,2
p21,INK4,2
p21,caspase-3,2
p21,p27,10
CHOP,GRP94,1
IL-8,eotaxin 1,1
ERP72,E2F-1,2
ERP72,PERK,9
ERP72,cyclin-D1,2
ERP72,beta-actin,3
ERP72,pRb,2
ERP72,insulin,1
ERP72,caspase-3,2
ERP72,p27,2
GCN2,PERK,1
CDK2,CDK4/6,1
caspase-7 and -9,caspase-3,1
E2F-1,PERK,2
E2F-1,cyclins,2
E2F-1,cyclin-D1,2
E2F-1,beta-actin,4
E2F-1,pRb,9
E2F-1,CDKs,2
E2F-1,caspase-3,2
E2F-1,p27,2
PERK,cyclin-D1,3
PERK,beta-actin,3
PERK,pRb,2
PERK,insulin,2
PERK,caspase-3,2
PERK,p27,2
cyclins,cyclin-D1,1
cyclins,beta-actin,2
cyclins,pRb,2
cyclins,CDKs,5
cyclins,cyclin,1
cyclins,p27,2
cyclin-D1,beta-actin,2
cyclin-D1,pRb,2
cyclin-D1,CDKs,1
cyclin-D1,caspase-3,2
cyclin-D1,p27,3
beta-actin,pRb,4
beta-actin,CDKs,2
beta-actin,caspase-3,2
beta-actin,p27,2
pRb,CDKs,2
pRb,caspase-3,2
pRb,p27,2
CDKs,cyclin,1
CDKs,p27,2
INK4,p27,2
caspase-3,p27,2
