gene_name_1,gene_name_2,co_occurrence
miR-214,Nanog,1
miR-214,SOX2,1
miR-214,beta-catenin,1
miR-214,OCT4,1
VEGF-A,miR27b,1
VEGF-A,E-cadherin,1
VEGF-A,PPAR-gamma,2
VEGF-A,WNT5a,1
FZD2,EpCAM,1
FZD2,N-cadherin,1
FZD2,E-cadherin,1
FZD2,vimentin,1
FZD2,ROR2,1
FZD2,WNT5a,2
FZD2,fibronectin,1
SUZ12,MYC,1
SUZ12,BMI1,1
SUZ12,miR-487b,1
SUZ12,WNT5a,1
SUZ12,KRAS,1
EpCAM,CD24,1
EpCAM,cyclin D1,1
EpCAM,E-cadherin,1
EpCAM,CD44,1
EpCAM,Leucine-Rich Repeat-containing G-protein coupled receptor 5,1
EpCAM,beta-catenin,1
EpCAM,OCT4,1
EpCAM,WNT5a,1
EpCAM,octamer-binding transcription factor 4,1
miR-191,miR-34a,1
miR-191,miR-374a,1
miR-191,miR-17-92,1
miR-191,miR-31,1
miR-191,GSK3beta,1
miR-191,miR-544a,1
miR-191,miR-708,1
miR-191,miR-27b,1
miR-191,beta-catenin,1
miR-191,miR-487b,1
miR-191,WNT5a,1
miR-191,miR-21,1
miR-191,miR-376c,1
miR-191,miR-410,1
miR-34a,miR-374a,1
miR-34a,miR-17-92,1
miR-34a,miR-31,1
miR-34a,GSK3beta,1
miR-34a,miR-544a,1
miR-34a,miR-708,1
miR-34a,miR-27b,1
miR-34a,beta-catenin,1
miR-34a,miR-487b,1
miR-34a,WNT5a,1
miR-34a,miR-21,1
miR-34a,miR-376c,1
miR-34a,miR-410,1
MMP-9,uPAR,1
MMP-9,WNT3a,2
MMP-9,VEGF,1
sFRPs 1-5,NKD1,1
sFRPs 1-5,WIF-1,1
sFRPs 1-5,Dapper,1
sFRPs 1-5,DKK-3,1
sFRPs 1-5,AXIN,1
sFRPs 1-5,miR-487b,1
sFRPs 1-5,APC,1
sFRPs 1-5,DKK-1,1
Nanog,SOX2,1
Nanog,beta-catenin,1
Nanog,OCT4,1
RhoA,WNT11,1
RhoA,RAC1,1
RhoA,Ras-related C3 botulinum toxin substrate 1,1
CD24,cyclin D1,1
CD24,CD44,1
CD24,Leucine-Rich Repeat-containing G-protein coupled receptor 5,1
CD24,beta-catenin,1
CD24,OCT4,1
CD24,octamer-binding transcription factor 4,1
hepatocyte nuclear factor 4 alpha,TGF-beta,1
hepatocyte nuclear factor 4 alpha,RXR,1
hepatocyte nuclear factor 4 alpha,transforming growth factor beta,1
hepatocyte nuclear factor 4 alpha,HNF4A,1
hepatocyte nuclear factor 4 alpha,retinoid X receptor,1
Ror2,Fzd2,1
Ror2,WNT5A,1
WNT11,TCF/LEF,1
WNT11,WNT4,1
WNT11,DKK1,1
WNT11,DVL1,1
WNT11,SCC,1
WNT11,WNT1,1
WNT11,DVL3,1
WNT11,TCF4,1
WNT11,RAC1,1
WNT11,WNT16,1
WNT11,WNT7B,1
WNT11,CTNNB1,1
WNT11,beta-catenin,1
WNT11,LRP5/6,1
WNT11,WNT7a,1
WNT11,DKK3,1
WNT11,WNT5A,1
WNT11,SFRP1,1
WNT11,WNT2,1
WNT11,WNT5a,1
WNT11,GSK-3-beta,1
WNT11,Ras-related C3 botulinum toxin substrate 1,1
WNT11,WNT3,1
WNT11,WIF1,1
WNT11,WNT7A,1
WNT11,DVL2,1
cAMP response element-binding protein,p300,1
cAMP response element-binding protein,CREB,1
cAMP response element-binding protein,CBP,1
cAMP response element-binding protein,beta-catenin,1
cAMP response element-binding protein,T-cell factor,1
cAMP response element-binding protein,TCF,1
TGF-beta,RXR,1
TGF-beta,transforming growth factor beta,1
TGF-beta,HNF4A,1
TGF-beta,retinoid X receptor,1
NLK,Siah2,1
NLK,PKC-alpha,1
NLK,Nemo-like Kinase,1
Siah2,PKC-alpha,1
Siah2,Nemo-like Kinase,1
GSK3beta-ser9,EGFR,1
IGF-I,WNT5a,1
IGF-I,insulin-like growth factor-I,1
NKD1,WIF-1,1
NKD1,Dapper,1
NKD1,DKK-3,1
NKD1,AXIN,1
NKD1,miR-487b,1
NKD1,APC,1
NKD1,DKK-1,1
miR-374a,miR-17-92,1
miR-374a,miR-31,1
miR-374a,GSK3beta,1
miR-374a,miR-544a,1
miR-374a,miR-708,1
miR-374a,miR-27b,1
miR-374a,beta-catenin,1
miR-374a,miR-487b,1
miR-374a,WNT5a,1
miR-374a,miR-21,1
miR-374a,miR-376c,1
miR-374a,miR-410,1
TCF/LEF,ABCB1,1
TCF/LEF,DKK1,1
TCF/LEF,DVL1,1
TCF/LEF,SCC,1
TCF/LEF,WNT1,1
TCF/LEF,DVL3,1
TCF/LEF,TCF4,1
TCF/LEF,WNT7B,1
TCF/LEF,CTNNB1,1
TCF/LEF,beta-catenin,2
TCF/LEF,LRP5/6,1
TCF/LEF,DKK3,1
TCF/LEF,WNT5A,1
TCF/LEF,SFRP1,1
TCF/LEF,WNT2,1
TCF/LEF,GSK-3-beta,1
TCF/LEF,WNT3,1
TCF/LEF,WIF1,1
TCF/LEF,WNT7A,1
TCF/LEF,DVL2,1
HLA-B-associated transcript 3,Bat3,1
HLA-B-associated transcript 3,p53,1
miR-17-92,miR-31,1
miR-17-92,GSK3beta,1
miR-17-92,miR-544a,1
miR-17-92,miR-708,1
miR-17-92,miR-27b,1
miR-17-92,beta-catenin,1
miR-17-92,miR-487b,1
miR-17-92,WNT5a,1
miR-17-92,miR-21,1
miR-17-92,miR-376c,1
miR-17-92,miR-410,1
ABC,ABCB1,1
ABC,ABCG2,2
ABC,BCRP1,1
ABC,Pgp,1
ABC,MDR1,1
c-myc,cyclin D1,3
c-myc,Klotho,1
c-myc,SOX2,1
c-myc,beta-catenin,2
c-myc,Notch1,1
c-myc,APC,1
CHI3L3,chitinase-3 like 3,1
CHI3L3,MMP1,1
CHI3L3,S100A8,1
CHI3L3,RAGE,1
ABCB1,ABCG2,3
ABCB1,SCLC,1
ABCB1,CBT-1,1
ABCB1,Pgp,1
ABCB1,beta-catenin,1
ABCB1,MDR1,2
Axin,beta-Catenin,1
Dickkopf-3,DKK-3,1
LEF1,TCF4,1
LEF1,beta-catenin,1
miR27b,PPAR-gamma,1
miR27b,WNT5a,1
WNT4,WNT16,1
WNT4,WNT7a,1
WNT4,WNT5a,1
glycogen synthase kinase 3-beta,beta-catenin,1
glycogen synthase kinase 3-beta,AXIN,1
glycogen synthase kinase 3-beta,APC,1
glycogen synthase kinase 3-beta,GSK-3-beta,1
WNT7b,WNT3a,1
WNT7b,WNT5a,2
LRP,lipoprotein receptor-related protein,1
LRP,AXIN,1
FGF,SHH,1
FGF,sonic hedgehog,1
FGF,WNT5a,1
WIF-1,Dapper,1
WIF-1,DKK-3,1
WIF-1,AXIN,1
WIF-1,miR-487b,1
WIF-1,APC,1
