gene_name_1,gene_name_2,co_occurrence
mTOR,p70S6K,1
mTOR,RAP,3
mTOR,insulin,1
mTOR,Akt,3
Atg-8,Beclin-1,1
Atg-8,Atg-6,1
Atg-8,Atg-7,2
Atg-8,Atg-3,2
4EBP1,Beclin-1,2
4EBP1,p70S6K,4
4EBP1,Atg-7,2
4EBP1,beta-actin,2
4EBP1,Atg-5,2
4EBP1,insulin,1
4EBP1,Akt,3
p38,JNK,13
p38,extracellular signal-regulated kinase,1
p38,Erk1/2,5
p38,Erk,2
p38,c-jun NH2-terminal kinase,1
Beclin-1,Atg-6,2
Beclin-1,p70S6K,2
Beclin-1,Atg-7,8
Beclin-1,beta-actin,2
Beclin-1,Atg-5,2
Beclin-1,Atg-3,6
Beclin-1,Akt,2
JNK,extracellular signal-regulated kinase,1
JNK,Erk1/2,5
JNK,Erk,2
JNK,c-jun NH2-terminal kinase,1
Insulin,TSC1,1
Insulin,Rheb,1
extracellular signal-regulated kinase,Erk,1
extracellular signal-regulated kinase,c-jun NH2-terminal kinase,1
GABARAP,LC3,1
GABARAP,GATE16,1
p70S6K and 4EBP1,Akt,1
TSC1,Rheb,1
Atg-6,Atg-7,1
Atg-6,Atg-3,1
p70S6K,Atg-7,2
p70S6K,beta-actin,2
p70S6K,Atg-5,2
p70S6K,insulin,1
p70S6K,Akt,4
Erk,c-jun NH2-terminal kinase,1
LC3,GATE16,1
RAP,insulin,1
RAP,Akt,1
Atg-7,beta-actin,2
Atg-7,Atg-5,2
Atg-7,Atg-3,7
Atg-7,Akt,2
beta-actin,Atg-5,2
beta-actin,Akt,2
Atg-5,Akt,2
insulin,Akt,1
