gene_name_1,gene_name_2,co_occurrence
STAT3,muM,1
STAT3,Akt,2
Erk2,Erk1,1
mTOR,PKB/AKT,1
MEK,p-Erk,1
MEK,muM,1
MEK,Erk,5
MEK,c-Myc,3
MEK,B-Raf,4
ERKs,Raf,1
p-Erk,muM,1
p-Erk,Erk,1
p-Erk,c-Myc,3
p-Erk,B-Raf,3
raf,B-raf,1
GAPDH,TGA,1
GAPDH,c-Myc,2
GAPDH,AGT,1
GAPDH,B-Raf,2
PC-9,muM,2
TGA,c-Myc,1
TGA,AGT,1
TGA,B-Raf,1
C-Raf,MAPKKK,1
C-Raf,A-Raf,1
C-Raf,B-Raf,1
muM,Erk,1
muM,c-Myc,1
muM,B-Raf,2
muM,Akt,1
STATs,IL-6,1
MEK1,B-Raf,1
MEK1,MEK2,1
BRAF,KRAS,1
C-Myc,B-Raf,1
IL-8,Leptin,1
B-RAF,EGFR,1
B-RAF,ALK,1
B-RAF,KRAS,1
EGFR,ALK,2
EGFR,KRAS,1
MAPKKK,A-Raf,1
MAPKKK,B-Raf,1
c-Jun,ATF2,1
c-Jun,Erk,1
c-Jun,Elk-1,1
c-Jun,c-Myc,1
ERK,AKT,1
ATF2,Erk,1
ATF2,Elk-1,1
ATF2,c-Myc,1
A-Raf,B-Raf,1
Erk,Elk-1,1
Erk,c-Myc,5
Erk,B-Raf,3
ALK,KRAS,1
Elk-1,c-Myc,1
c-Myc,AGT,1
c-Myc,B-raf,1
c-Myc,B-Raf,19
AGT,B-Raf,1
B-Raf,v-Raf murine sarcoma viral oncogene homolog B,1
B-Raf,MEK2,1
