gene_name_1,gene_name_2,co_occurrence
FAK,Epidermal Growth Factor Receptor,1
FAK,EGFR,1
FAK,NIK,1
FAK,TNFR,1
FAK,CK2,1
FAK,NF-kappaB,1
NF-kappaB1,cREL,1
NF-kappaB1,p50,1
cREL,p50,1
anaplastic lymphoma kinase,EGFR,1
anaplastic lymphoma kinase,HER2,1
anaplastic lymphoma kinase,epidermal growth factor receptor,1
Epidermal Growth Factor Receptor,EGFR,1
Epidermal Growth Factor Receptor,NIK,1
Epidermal Growth Factor Receptor,TNFR,1
Epidermal Growth Factor Receptor,CK2,1
Epidermal Growth Factor Receptor,NF-kappaB,1
IKKbeta,CK2,1
IKKbeta,NF-kappaB,1
IKKbeta,IKKalpha,1
Her2,EGFR,2
Her2,KRAS,2
Her2,NF-kappaB,1
c-REL,p65,1
c-REL,RELB,1
EGFR,NIK,1
EGFR,TNFR,1
EGFR,CK2,1
EGFR,HER2,2
EGFR,KRAS,3
EGFR,NF-kappaB,3
EGFR,epidermal growth factor receptor,1
NIK,TNFR,1
NIK,CK2,1
NIK,NF-kappaB,1
p65,NF-kappaB,1
TNFR,CK2,1
TNFR,NF-kappaB,1
CK2,NF-kappaB,1
CK2,IKKalpha,1
p53,NF-kappaB,3
p53,NF-kappa B,1
HER2,KRAS,1
HER2,epidermal growth factor receptor,1
KRAS,NF-kappaB,1
