gene_name_1,gene_name_2,co_occurrence
4E-BP1,eIF4E,1
4E-BP1,GAPDH,1
4E-BP1,PKB,1
4E-BP1,EGFR,5
4E-BP1,HER-2,5
4E-BP1,ERK,2
4E-BP1,AKT,9
4E-BP1,Akt,1
HER-3,EGFR,1
HER-3,HER-2,1
HER-3,AKT,1
GAPDH,EGFR,2
GAPDH,HER-2,2
GAPDH,AKT,1
HSP90,EGFR,1
HSP90,HER-2,1
PKB,Akt,1
muM,EGFR,2
muM,HER-2,1
muM,AKT,3
mTORC1,Akt,1
AKT and 4E-BP1,EGFR,3
AKT and 4E-BP1,HER-2,3
EGFR,HER-2,44
EGFR,HER2,2
EGFR,p-4E-BP1 and 4E-BP1,4
EGFR,Hsp90,2
EGFR,AKT,26
protein kinase B,AKT,1
HER-2,p-4E-BP1 and 4E-BP1,4
HER-2,Hsp90,2
HER-2,AKT,24
ERK,AKT,4
p-4E-BP1 and 4E-BP1,AKT,4
AKT1/2/3,AKT,1
