gene_name_1,gene_name_2,co_occurrence
Plk1,PLK1,1
H2AX,HDAC4,1
histone deacetylase 4,p53,1
ATF7,ELK3,1
ATF7,TP53,1
ATF7,Mef2D,1
c-Raf,EGFR,1
c-Raf,ALK,1
c-Raf,HER2,1
c-Raf,c-Met,1
c-Raf,KRAS,1
KIF23,APC1,1
KIF23,Cdc23,1
KIF23,NudC,1
KIF23,Cdc25C,1
KIF23,PLK1,1
cyclin D1,Epidermal growth factor receptor,1
MCM2,Ef2,1
MCM2,eEF2,1
MCM2,ERK1/2,1
MCM2,EF2,1
MCM2,S27,2
MCM2,ERK2,2
Cdc25,p21,1
Cdc25,Cdk1,1
Cdc25,CDK1,1
Cdc25,Rb1,1
p21,Cdk1,1
p21,ATR,1
p21,CDK1,1
p21,p53,2
p21,Raf,1
p21,Rb1,1
p21,AKT,1
ELK3,TP53,1
ELK3,Mef2D,1
polo-like kinase,PLK,1
APC1,Cdc23,1
APC1,NudC,1
APC1,Cdc25C,1
APC1,PLK1,1
Ef2,S27,1
Ef2,ERK2,1
ErbB2,p53,1
ErbB2,c-Met,1
ErbB2,AKT,1
Cdk1,ATR,1
Cdk1,p53,1
Cdk1,Raf,1
Cdk1,AKT,1
EGFR,ALK,2
EGFR,p53,1
EGFR,HER2,1
EGFR,c-Met,1
EGFR,KRAS,1
EGFR,epidermal growth factor receptor,1
ATR,p53,1
ATR,Raf,2
ATR,AKT,2
ERK,PLK1,2
CDK1,Rb1,1
TP53,Mef2D,1
eEF2,ERK1/2,1
eEF2,S27,1
ALK,HER2,1
ALK,c-Met,1
ALK,KRAS,1
ALK,epidermal growth factor receptor,1
Cdc23,NudC,1
Cdc23,Cdc25C,1
Cdc23,PLK1,1
NudC,Cdc25C,1
NudC,PLK1,1
p53,Raf,1
p53,AKT,2
Cdc25C,PLK1,1
ERK1/2,S27,1
HER2,c-Met,1
HER2,KRAS,1
HER2,AKT,1
EF2,ERK2,2
S27,ERK2,1
c-Met,KRAS,1
Raf,AKT,2
PLK1,Polo-like kinase 1,1
Fak,Fyn,1
