gene_name_1,gene_name_2,co_occurrence
urokinase-type plasminogen activator,vascular endothelial growth factor,1
urokinase-type plasminogen activator,osteopontin,1
ESR1,ER alpha,1
ESR1,ESR2,1
ESR1,ERalpha,1
ERbeta,aromatase,1
ERbeta,ER,1
ERbeta,ESR2,1
ERbeta,beta ,1
ERbeta,ERalpha,1
TTF1,Thyroid transcription factor 1,1
TTF1,TTF-1,1
vascular endothelial growth factor,osteopontin,1
Estrogen receptor,Osteopontin,1
Estrogen receptor,ER,3
Estrogen receptor,EGFR,1
Estrogen receptor,Epidermal growth factor receptor,1
Estrogen receptor,OPN,1
Estrogen receptor,epidermal growth factor receptor,1
Estrogen receptor,estrogen receptor,1
Estrogen receptor,beta ,1
Estrogen receptor,GPER,1
Estrogen receptor,ERalpha,1
ER beta,estrogen receptor,1
aromatase,ER,2
aromatase,EGFR,2
aromatase,estrogen receptor alpha,1
ER-alpha,ER-beta,1
ER-alpha,beta ,1
Osteopontin,ER,2
Osteopontin,EGFR,2
Osteopontin,Epidermal growth factor receptor,1
Osteopontin,OPN,2
Osteopontin,estrogen receptor,1
Osteopontin,beta ,1
Osteopontin,GPER,1
Osteopontin,ERalpha,1
BRAF,EGFR,1
BRAF,HER2,1
BRAF,KRAS,1
osteopontin,OPN,1
osteopontin,S100A4,1
ER,EGFR,15
ER,Epidermal growth factor receptor,1
ER,progesterone receptor,1
ER,OPN,2
ER,beta1,1
ER,epidermal growth factor receptor,3
ER,estrogen receptor,3
ER,TTF-1,1
ER,B-1,1
ER,aryl hydrocarbon receptor,1
ER,beta ,1
ER,GPER,1
ER,SRC,1
ER,ERalpha,3
activator protein 1,AP-1,1
EGFR,Epidermal growth factor receptor,1
EGFR,OPN,2
EGFR,HER2,1
EGFR,epidermal growth factor receptor,3
EGFR,estrogen receptor,2
EGFR,TTF-1,1
EGFR,steroid receptor coactivator,1
EGFR,KRAS,1
EGFR,beta ,1
EGFR,GPER,1
EGFR,SRC,2
EGFR,ERalpha,1
Thyroid transcription factor 1,TTF-1,1
Epidermal growth factor receptor,OPN,1
Epidermal growth factor receptor,estrogen receptor,1
Epidermal growth factor receptor,beta ,1
Epidermal growth factor receptor,GPER,1
Epidermal growth factor receptor,ERalpha,1
progesterone receptor,androgen receptor,1
progesterone receptor,estrogen receptor-alpha,1
OPN,estrogen receptor,1
OPN,beta ,1
OPN,GPER,1
OPN,SRC,1
OPN,ERalpha,1
G protein-coupled receptor-30,estrogen receptor,1
androgen receptor,estrogen receptor-alpha,1
HER2,KRAS,1
thyroid transcription factor-1,epidermal growth factor receptor,1
ER alpha,ERalpha,1
epidermal growth factor receptor,estrogen receptor,3
estrogen receptor,beta ,1
estrogen receptor,GPER,4
estrogen receptor,ERalpha,1
TTF-1,ERalpha,1
steroid receptor coactivator,SRC,1
ER-beta,beta ,1
beta ,GPER,1
beta ,ERalpha,2
GPER,ERalpha,1
